epoch,train_loss,val_loss,lr
1,3.5451500250887964,3.047586919754509,0.001
2,2.83985376640742,2.8323434018713285,0.001
3,2.5702852062557056,2.762300192840456,0.001
4,2.3745802572593386,2.734992434659342,0.001
5,2.2038271072589364,2.7507999412656767,0.001
6,2.04959124656534,2.7792169766163264,0.001
7,1.9065561038938907,2.825227157337459,0.0005
8,1.682219203988554,2.8360845592078263,0.0005
9,1.5876141261206314,2.875672156416525,0.0005
